공급업체,향료코드,향료명,알러젠명,INCI명,CAS번호,향료중함량,제품중함량,Leave-on라벨,Rinse-off라벨,파일명
고려에프엔에프,A73993,BODY WASH A73993,CITRAL,CITRAL,5392-40-5,0.00473,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,CITRONELLOL,CITRONELLOL,106-22-9,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,COUMARINE,COUMARINE,91-64-5,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,d-LIMONENE,d-LIMONENE,5989-27-5,12.73924,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,EUGENOL,EUGENOL,97-53-0,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,FARNESOL,FARNESOL,4602-84-0,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,GERANIOL,GERANIOL,106-24-1,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,HEXYL CINNAM-ALDEHYDE,HEXYL CINNAM-ALDEHYDE,101-86-0,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,HYDROXYCITRONELLAL,HYDROXYCITRONELLAL,107-75-5,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,ISOEUGENOL,ISOEUGENOL,97-54-1,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,LINALOOL,LINALOOL,78-70-6,3.26141,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,LYRAL,LYRAL,31906-04-4,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,LYSMERAL,LYSMERAL,80-54-6,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,METHYL HEPTIN CARBONATE,METHYL HEPTIN CARBONATE,111-12-6,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,OAK MOSS EXTRACT,OAK MOSS EXTRACT,90028-68-5,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,A73993,BODY WASH A73993,TREEMOSS EXTRACT,TREEMOSS EXTRACT,90028-67-4,,,,,BODY WASH A73993_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,ALPHA-ISOMETHYL IONONE,ALPHA-ISOMETHYL IONONE,127-51-5,2.91667,0.00583334,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,AMYL CINNAMAL,AMYL CINNAMAL,122-40-7,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,AMYL CINNAMYL ALCOHOL,AMYL CINNAMYL ALCOHOL,101-85-9,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,ANISYL ALCOHOL,ANISYL ALCOHOL,105-13-5,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,BENZYL ALCOHOL,BENZYL ALCOHOL,100-51-6,0.91667,0.00183334,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,BENZYL BENZOATE,BENZYL BENZOATE,120-51-4,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,BENZYL CINNAMATE,BENZYL CINNAMATE,103-41-3,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,BENZYL SALICYLATE,BENZYL SALICYLATE,118-58-1,6,0.012000000000000002,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,CINNAMAL,CINNAMAL,104-55-2,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,CINNAMYL ALCOHOL,CINNAMYL ALCOHOL,104-54-1,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,CITRAL,CITRAL,5392-40-5,0.00029,5.800000000000001e-07,NO,NO,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,CITRONELLOL,CITRONELLOL,106-22-9,0.50737,0.00101474,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,COUMARINE,COUMARINE,91-64-5,0.0002,4.0000000000000003e-07,NO,NO,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,d-LIMONENE,d-LIMONENE,5989-27-5,0.11467,0.00022934,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,EUGENOL,EUGENOL,97-53-0,0.25,0.0005,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,FARNESOL,FARNESOL,4602-84-0,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,GERANIOL,GERANIOL,106-24-1,0.83333,0.0016666600000000001,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,HEXYL CINNAM-ALDEHYDE,HEXYL CINNAM-ALDEHYDE,101-86-0,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,HYDROXYCITRONELLAL,HYDROXYCITRONELLAL,107-75-5,0.45833,0.0009166600000000001,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,ISOEUGENOL,ISOEUGENOL,97-54-1,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,LINALOOL,LINALOOL,78-70-6,0.33337,0.00066674,YES,YES,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,LYRAL,LYRAL,31906-04-4,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,LYSMERAL,LYSMERAL,80-54-6,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,METHYL HEPTIN CARBONATE,METHYL HEPTIN CARBONATE,111-12-6,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,OAK MOSS EXTRACT,OAK MOSS EXTRACT,90028-68-5,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69418,DIFFUSER 69418,TREEMOSS EXTRACT,TREEMOSS EXTRACT,90028-67-4,,,,,DIFFUSER 69418_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,ALPHA-ISOMETHYL IONONE,ALPHA-ISOMETHYL IONONE,127-51-5,1.8,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,AMYL CINNAMAL,AMYL CINNAMAL,122-40-7,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,AMYL CINNAMYL ALCOHOL,AMYL CINNAMYL ALCOHOL,101-85-9,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,ANISYL ALCOHOL,ANISYL ALCOHOL,105-13-5,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,BENZYL ALCOHOL,BENZYL ALCOHOL,100-51-6,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,BENZYL BENZOATE,BENZYL BENZOATE,120-51-4,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,BENZYL CINNAMATE,BENZYL CINNAMATE,103-41-3,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,BENZYL SALICYLATE,BENZYL SALICYLATE,118-58-1,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,CINNAMAL,CINNAMAL,104-55-2,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,CINNAMYL ALCOHOL,CINNAMYL ALCOHOL,104-54-1,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,CITRAL,CITRAL,5392-40-5,1.1274,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,CITRONELLOL,CITRONELLOL,106-22-9,0.7,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,COUMARINE,COUMARINE,91-64-5,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,d-LIMONENE,d-LIMONENE,5989-27-5,18.29292,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,EUGENOL,EUGENOL,97-53-0,1.1,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,FARNESOL,FARNESOL,4602-84-0,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,GERANIOL,GERANIOL,106-24-1,0.9,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,HEXYL CINNAM-ALDEHYDE,HEXYL CINNAM-ALDEHYDE,101-86-0,0.4,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,HYDROXYCITRONELLAL,HYDROXYCITRONELLAL,107-75-5,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,ISOEUGENOL,ISOEUGENOL,97-54-1,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,LINALOOL,LINALOOL,78-70-6,4.02,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,LYRAL,LYRAL,31906-04-4,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,LYSMERAL,LYSMERAL,80-54-6,1.2,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,METHYL HEPTIN CARBONATE,METHYL HEPTIN CARBONATE,111-12-6,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,OAK MOSS EXTRACT,OAK MOSS EXTRACT,90028-68-5,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,69419,DIFFUSER 69419,TREEMOSS EXTRACT,TREEMOSS EXTRACT,90028-67-4,,,,,DIFFUSER 69419_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,ALPHA-ISOMETHYL IONONE,ALPHA-ISOMETHYL IONONE,127-51-5,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,AMYL CINNAMAL,AMYL CINNAMAL,122-40-7,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,AMYL CINNAMYL ALCOHOL,AMYL CINNAMYL ALCOHOL,101-85-9,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,ANISYL ALCOHOL,ANISYL ALCOHOL,105-13-5,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,BENZYL ALCOHOL,BENZYL ALCOHOL,100-51-6,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,BENZYL BENZOATE,BENZYL BENZOATE,120-51-4,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,BENZYL CINNAMATE,BENZYL CINNAMATE,103-41-3,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,BENZYL SALICYLATE,BENZYL SALICYLATE,118-58-1,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,CINNAMAL,CINNAMAL,104-55-2,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,CINNAMYL ALCOHOL,CINNAMYL ALCOHOL,104-54-1,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,CITRAL,CITRAL,5392-40-5,0.21053,1.1789679999999999e-05,YES,NO,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,CITRONELLOL,CITRONELLOL,106-22-9,2.52632,0.00014147392000000002,YES,YES,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,COUMARINE,COUMARINE,91-64-5,0.63158,3.5368480000000004e-05,YES,NO,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,d-LIMONENE,d-LIMONENE,5989-27-5,0.22,1.232e-05,YES,NO,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,EUGENOL,EUGENOL,97-53-0,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,FARNESOL,FARNESOL,4602-84-0,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,GERANIOL,GERANIOL,106-24-1,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,HEXYL CINNAM-ALDEHYDE,HEXYL CINNAM-ALDEHYDE,101-86-0,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,HYDROXYCITRONELLAL,HYDROXYCITRONELLAL,107-75-5,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,ISOEUGENOL,ISOEUGENOL,97-54-1,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,LINALOOL,LINALOOL,78-70-6,0.77789,4.356184e-05,YES,NO,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,LYRAL,LYRAL,31906-04-4,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,LYSMERAL,LYSMERAL,80-54-6,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,METHYL HEPTIN CARBONATE,METHYL HEPTIN CARBONATE,111-12-6,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,OAK MOSS EXTRACT,OAK MOSS EXTRACT,90028-68-5,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95054,FRAGRANCE A95054,TREEMOSS EXTRACT,TREEMOSS EXTRACT,90028-67-4,,,,,FRAGRANCE A95054_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,ALPHA-ISOMETHYL IONONE,ALPHA-ISOMETHYL IONONE,127-51-5,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,AMYL CINNAMAL,AMYL CINNAMAL,122-40-7,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,AMYL CINNAMYL ALCOHOL,AMYL CINNAMYL ALCOHOL,101-85-9,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,"ANISYL ALCOHOL
(Anise Alcohol)","ANISYL ALCOHOL
(Anise Alcohol)",105-13-5,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,BENZYL ALCOHOL,BENZYL ALCOHOL,100-51-6,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,BENZYL BENZOATE,BENZYL BENZOATE,120-51-4,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,BENZYL CINNAMATE,BENZYL CINNAMATE,103-41-3,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,BENZYL SALICYLATE,BENZYL SALICYLATE,118-58-1,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,CINNAMAL,CINNAMAL,104-55-2,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,CINNAMYL ALCOHOL,CINNAMYL ALCOHOL,104-54-1,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,CITRAL,CITRAL,5392-40-5,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,CITRONELLOL,CITRONELLOL,106-22-9,0.9865,2.9595000000000004e-05,YES,NO,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,COUMARINE (Coumarin),COUMARINE (Coumarin),91-64-5,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,d-LIMONENE (Limonene),d-LIMONENE (Limonene),5989-27-5,0.5073,1.5219e-05,YES,NO,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,EUGENOL,EUGENOL,97-53-0,0.0316,9.480000000000002e-07,NO,NO,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,FARNESOL,FARNESOL,4602-84-0,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,GERANIOL,GERANIOL,106-24-1,3.1664,9.4992e-05,YES,NO,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,"HEXYL CINNAM-ALDEHYDE
(Hexyl Cinnamal)","HEXYL CINNAM-ALDEHYDE
(Hexyl Cinnamal)",101-86-0,5.5789,0.000167367,YES,YES,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,HYDROXYCITRONELLAL,HYDROXYCITRONELLAL,107-75-5,4.1053,0.000123159,YES,YES,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,ISOEUGENOL,ISOEUGENOL,97-54-1,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,LINALOOL,LINALOOL,78-70-6,7.3722,0.00022116600000000002,YES,YES,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,"LYRAL (Hydroxyisohexyl 3-
Cyclohexene Carboxaldehyde)","LYRAL (Hydroxyisohexyl 3-
Cyclohexene Carboxaldehyde)",31906-04-4,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,"LYSMERAL (Butylphenyl
Methylpropional)","LYSMERAL (Butylphenyl
Methylpropional)",80-54-6,6.1053,0.000183159,YES,YES,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,"METHYL HEPTIN CARBONATE
(Methyl 2-Octynoate)","METHYL HEPTIN CARBONATE
(Methyl 2-Octynoate)",111-12-6,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
고려에프엔에프,A95055,FRAGRANCE A95055,"OAK MOSS EXTRACT (Evernia
Prunastri (Oakmoss) Extract","OAK MOSS EXTRACT (Evernia
Prunastri (Oakmoss) Extract",90028-68-5,,,,,FRAGRANCE A95055_ALLERGY DATA.xlsx
