process_id,step_num,step_type,step_name,step_desc,work_time,checker
dcbf147f-3707-47ea-b8bf-5850a3f12593,7,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
dcbf147f-3707-47ea-b8bf-5850a3f12593,8,제조공정,"향, 첨가제 투입","41**, 51**, 61**, 71**, 81**을 투입교반하고, 냉각, 탈포한다",,
dcbf147f-3707-47ea-b8bf-5850a3f12593,9,제조공정,부상,33℃까지 냉각하여 부상한다.,,
2c7da7b0-a875-4b35-b4bb-3d4fb27300bb,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
2c7da7b0-a875-4b35-b4bb-3d4fb27300bb,2,제조공정,점증제 분산,"1110,1120을 Stirrer로 premix한 후 수상용해조에 1210(실온) 와 함께 투입 5분간 분산한다.",,
63dc2857-b71e-4ecc-9fd3-00ee69333361,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
63dc2857-b71e-4ecc-9fd3-00ee69333361,2,제조공정,가온 용해,"메인탱크에 원료 11**, 12**를 넣고 80℃로 가열용해한다. Pad 20rpm",,
63dc2857-b71e-4ecc-9fd3-00ee69333361,3,제조공정,냉각개시,위 상의 용해확인 후 원료 21** 파트를 투입하고 60℃ 까지 냉각한다.,,
63dc2857-b71e-4ecc-9fd3-00ee69333361,4,제조공정,"향, 첨가제, 투입",향(3110)과 첨가제(41**) 파트를 투입하여 교반한다.,,
63dc2857-b71e-4ecc-9fd3-00ee69333361,5,제조공정,여 과 종 료,33-36℃까지 냉각후 100메쉬 여과하여 종료한다.,,
ef126d89-a76b-42f2-a653-e122a662e64b,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
ef126d89-a76b-42f2-a653-e122a662e64b,2,제조공정,점증제 분산,수상용해조에 실온의 정제수(1110)를 교반하면서 1120을 흐트려 투입하고 80℃ 까지 가온하여 10분간 용해한다.,,
ef126d89-a76b-42f2-a653-e122a662e64b,3,제조공정,가온 용해,메인탱크에 21**을 투입하여 5분간 교반한 후 위 수상을 이송해 10분간 교반한다.,,
ef126d89-a76b-42f2-a653-e122a662e64b,4,제조공정,가온 용해,메인탱크에 31**을 투입하여 5분간 용해한다,,
ef126d89-a76b-42f2-a653-e122a662e64b,5,제조공정,가온 용해,"메인탱크에 4110을 투입하여 80℃로 용해한다 (P: 20rpm, 80℃, 20분)",,
ef126d89-a76b-42f2-a653-e122a662e64b,6,제조공정,혼합 냉각,위상에 5110을 투입하고 냉각개시한다.,,
ef126d89-a76b-42f2-a653-e122a662e64b,7,제조공정,"향, 첨가제 투입","위상에 61**, 7***을 투입하여 혼합한다. (61**은 투입 전 교반하여 완전히 용해시킬 것, 가온실)",,
ef126d89-a76b-42f2-a653-e122a662e64b,8,제조공정,여 과 종 료,33-35℃까지 냉각후 100메쉬 여과하여 종료한다.,,
ef126d89-a76b-42f2-a653-e122a662e64b,100,유의사항,작업자 유의사항,투명점성액상,,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,2,제조공정,점증제 분산,"별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,3,제조공정,점증제 분산,"별도용해조에서 정제수에 Pemulen 넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,4,제조공정,수상 용해,수상용해조에 11**-14**을 넣고 78-80℃로 가온용해한다,,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,5,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고 78-80℃로 가온용해한다,,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 78-80℃ t: 3분 )",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 70-75℃ t: 5분 )",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,9,제조공정,"향, 첨가제 투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
02d3dbae-6b7b-4d54-81f4-968beb1e0fdf,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
785fd0d8-158c-469c-bb3d-af175bd3349d,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
785fd0d8-158c-469c-bb3d-af175bd3349d,2,제조공정,점증제 분산,"별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
785fd0d8-158c-469c-bb3d-af175bd3349d,3,제조공정,유상 용해,유상용해조에 11**- 12**를 넣고 72-75℃로 가온용해한다,,
785fd0d8-158c-469c-bb3d-af175bd3349d,4,제조공정,수상 용해,"수상용해조에 21**, 2210을 넣고 72-75℃로 가온용해한다",,
785fd0d8-158c-469c-bb3d-af175bd3349d,5,제조공정,검화,"메인탱크로 유상을 이송후 수상을 천천히 이송해 검화한다. ( Homo: 1000rpm, P:20rpm, T: 72-75℃ t: 30분 )",,
785fd0d8-158c-469c-bb3d-af175bd3349d,6,제조공정,냉각,31**을 투입후 60℃로 교반 냉각한다,,
785fd0d8-158c-469c-bb3d-af175bd3349d,7,제조공정,"향, 첨가제 투입","4110, 51**, 61**을 투입교반하며 냉각한다",,
785fd0d8-158c-469c-bb3d-af175bd3349d,8,제조공정,부상,32℃까지 냉각하여 점/경도 확인후 부상한다.,,
785fd0d8-158c-469c-bb3d-af175bd3349d,100,유의사항,작업자 유의사항,*일정 점/경도가 생성되기 전까지 냉각 교반할 것.,,
37cd601c-cc64-4fee-aaf9-b21009b2853e,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
37cd601c-cc64-4fee-aaf9-b21009b2853e,2,제조공정,수상 용해,수상용해조에서 11**을 76-80℃로 가온하며 교반용해한다.,,
37cd601c-cc64-4fee-aaf9-b21009b2853e,3,제조공정,수상 용해,위상이 완전용해된 것을 확인하고 12**을 투입 혼합한다.,,
37cd601c-cc64-4fee-aaf9-b21009b2853e,4,제조공정,유상 용해,유상용해조에 21**을 넣고 76-80℃로 가온용해한다,,
37cd601c-cc64-4fee-aaf9-b21009b2853e,5,제조공정,유 화,"메인탱크로 수상, 유상 순서로 이송후 유화한다. 유화전 메인탱크 스팀 넣을 것. ( Homo: 3400rpm, P:30rpm, T: 74-78℃ t: 5분 )",,
37cd601c-cc64-4fee-aaf9-b21009b2853e,6,제조공정,혼합 냉각,"향(31**), 첨가제(41**)을 혼합교반 한 후(위 조건으로 1분) 냉각 탈포 개시한다. ( V: Max, P:15rpm )",,
37cd601c-cc64-4fee-aaf9-b21009b2853e,7,제조공정,냉각탈포 부상,"33℃까지 냉각, 탈포하여 부상한다.",,
37cd601c-cc64-4fee-aaf9-b21009b2853e,100,유의사항,작업자 유의사항,* 부상전 품질관리팀에 확인 거칠 것 (점도확인),,
e7051358-f0e9-414c-b274-88bbae70488b,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
e7051358-f0e9-414c-b274-88bbae70488b,2,제조공정,점증제 분산,"수상용해조에 정제수(1110, 실온)을 투입 교반하며 11** 조금씩 투입하여 분산한 뒤 가온개시한다",,
e7051358-f0e9-414c-b274-88bbae70488b,3,제조공정,점증제 분산,위 상을 80-82℃로 가온용해하여 투명하게 용해시킨다 (30분 이상 교반할 것),,
e7051358-f0e9-414c-b274-88bbae70488b,4,제조공정,이 송 냉 각,위상을 메인믹서로 여과이송 후 50℃까지 냉각한다.,,
e7051358-f0e9-414c-b274-88bbae70488b,5,제조공정,알콜파트 투입,"21**을 교반봉을 이용 격렬히 혼합시킨후 메인믹서에 투입하여 혼합한다 ( Homo: 2,500rpm, P:30rpm )",,
e7051358-f0e9-414c-b274-88bbae70488b,6,제조공정,혼 합,"3110, 4110을 차례로 투입하며 혼합한다, 2분 간격 ( Homo: 2,500rpm, P:30rpm )",,
e7051358-f0e9-414c-b274-88bbae70488b,7,제조공정,"첨가제, 색소 투입","51**, 61**을 투입교반하고, 냉각, 탈포한다 ( Homo: 2,500rpm, P:30rpm )",,
e7051358-f0e9-414c-b274-88bbae70488b,8,제조공정,탈 포 부 상,34℃까지 냉각탈포하여 부상한다.,,
01a55478-2fab-421a-a3b6-868d22d1923c,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
01a55478-2fab-421a-a3b6-868d22d1923c,2,제조공정,용 해,메인믹서에 11**을 용해한다. (실온),,
01a55478-2fab-421a-a3b6-868d22d1923c,3,제조공정,혼 합 용 해,위 상에 21**을 혼합용해한다. (실온),,
01a55478-2fab-421a-a3b6-868d22d1923c,4,제조공정,혼 합 용 해,위 상에 31**을 혼합용해한다. (실온),,
01a55478-2fab-421a-a3b6-868d22d1923c,5,제조공정,여 과 종 료,100메쉬 여과하여 종료한다.,,
98b74bf4-0656-4e38-b048-b962592ef295,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
98b74bf4-0656-4e38-b048-b962592ef295,2,제조공정,점증제 분산,별도용해조에서 Glyerin(1220)에 Esaflor(1210)을 넣고 Premix한다,,
98b74bf4-0656-4e38-b048-b962592ef295,3,제조공정,수상 용해,"수상용해조에 11**, 12**을 넣고 78-80℃로 가온용해한다",,
98b74bf4-0656-4e38-b048-b962592ef295,4,제조공정,유상 용해,"유상용해조에 21**, 22**를 넣고 78-80℃로 가온용해한다",,
98b74bf4-0656-4e38-b048-b962592ef295,5,제조공정,이 송,메인탱크로 수상을 여과이송하고 STAC-30(1310)을 여과투입하여 혼합교반 한다.,,
98b74bf4-0656-4e38-b048-b962592ef295,6,제조공정,유 화,"메인탱크로 유상을 여과이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 78-80℃ t: 10분 )",,
98b74bf4-0656-4e38-b048-b962592ef295,7,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
98b74bf4-0656-4e38-b048-b962592ef295,8,제조공정,"향, 첨가제 투입","31**, 41**, 51**, 61**을 투입교반하고, 냉각, 탈포한다",,
98b74bf4-0656-4e38-b048-b962592ef295,9,제조공정,부상,33℃까지 냉각하여 부상한다.,,
af561eaf-d82b-415a-9ebd-7823d2c5a585,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
af561eaf-d82b-415a-9ebd-7823d2c5a585,2,제조공정,가온 용해,수상용해조에서 원료 11**을 넣고 80℃로 가열용해한다.,,
af561eaf-d82b-415a-9ebd-7823d2c5a585,3,제조공정,가온 용해,"메인믹서로 11**, 21**, 2210을 투입하고 가온용해한다. (78℃, 10분 유지)",,
af561eaf-d82b-415a-9ebd-7823d2c5a585,4,제조공정,향파트 혼 합,31**을 먼저 교반봉으로 혼합후 3210을 별도용해조에서 Stirrer로 교반하며 투입 전체를 고르게 혼합한다.,,
af561eaf-d82b-415a-9ebd-7823d2c5a585,5,제조공정,혼 합,위 향파트(3***)를 메인믹서에 투입분산하며 냉각개시한다.,,
af561eaf-d82b-415a-9ebd-7823d2c5a585,6,제조공정,혼 합,51**을 교반봉으로 혼합후 메인믹서에 투입 혼합한다. (여과투입 중요),,
af561eaf-d82b-415a-9ebd-7823d2c5a585,7,제조공정,혼 합,"61**, 71**, 81**을 용해후 투입 분산한다.",,
af561eaf-d82b-415a-9ebd-7823d2c5a585,8,제조공정,냉 각 부 상,38℃까지 냉각하여 여과 배출한다.,,
af561eaf-d82b-415a-9ebd-7823d2c5a585,9,제조공정,혼 합 종 료,배출하며 9110(비드)을 Stirring 하며 고르게 혼합하여 종료한다.,,
af561eaf-d82b-415a-9ebd-7823d2c5a585,100,유의사항,작업자 유의사항,- 3일 이상 숙성하여 자연탈포할 것.,,
06f50d1f-b5bf-4c45-a484-e2e445dbdb66,1,제조공정,청결상태 점 검,"1. 작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
06f50d1f-b5bf-4c45-a484-e2e445dbdb66,2,제조공정,용 해,2. 메인믹서에 원료 11** 을 넣고 상온용해한다. (30-40℃),,
06f50d1f-b5bf-4c45-a484-e2e445dbdb66,3,제조공정,용 해,3. 2110을 투입하여 20분간 혼합교반한다. (30-40℃),,
06f50d1f-b5bf-4c45-a484-e2e445dbdb66,4,제조공정,알콜파트 용해 후 투입,4. 별도용해조에서 31**을 Stirrer를 이용 충분히 교반용해후 메인믹서에 투입교반한다. (30-40℃),,
06f50d1f-b5bf-4c45-a484-e2e445dbdb66,5,제조공정,혼 합,5. 41**을 투입 혼합한다.,,
06f50d1f-b5bf-4c45-a484-e2e445dbdb66,6,제조공정,부 상,6. 100메쉬 여과하여 종료한다.,,
434fbafa-5af9-427d-b7f4-405402b4b98d,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
434fbafa-5af9-427d-b7f4-405402b4b98d,2,제조공정,점증제 분산,"별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
434fbafa-5af9-427d-b7f4-405402b4b98d,3,제조공정,유상 용해,유상용해조에 11**- 12**를 넣고 72-75℃로 가온용해한다,,
434fbafa-5af9-427d-b7f4-405402b4b98d,4,제조공정,수상 용해,"수상용해조에 21**, 2210을 넣고 72-75℃로 가온용해한다",,
434fbafa-5af9-427d-b7f4-405402b4b98d,5,제조공정,검화,"메인탱크로 유상을 이송후 수상을 천천히 이송해 검화한다. ( Homo: 1000rpm, P:20rpm, T: 72-75℃ t: 30분 )",,
434fbafa-5af9-427d-b7f4-405402b4b98d,6,제조공정,냉각,31**을 투입후 60℃로 교반 냉각한다,,
434fbafa-5af9-427d-b7f4-405402b4b98d,7,제조공정,"향, 첨가제 투입","41**, 51**을 투입교반하며 냉각한다",,
434fbafa-5af9-427d-b7f4-405402b4b98d,8,제조공정,부상,32℃까지 냉각하여 점/경도 확인후 부상한다.,,
434fbafa-5af9-427d-b7f4-405402b4b98d,100,유의사항,작업자 유의사항,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,2,제조공정,점증제 분산,"별도용해조에서 정제수에 Natrosol 넣고 Stirrer로 용해한다. (정제수는 열수 사용, 매끈하게 풀린지 확인할 것)",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,3,제조공정,점증제 분산,"별도용해조에서 정제수에 carbopol을 넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,4,제조공정,수상 용해,수상용해조에 11**- 14**을 넣고 78-80℃로 가온용해한다,,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,5,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고 78-80℃로 가온용해한다,,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,6,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 78-80℃ t: 3분 )",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,7,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 70-75℃ t: 5분 )",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,8,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,9,제조공정,"향, 첨가제 투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,10,제조공정,부상,33℃까지 냉각하여 부상한다.,,
efb44ffc-d0d7-403e-83f6-60d7f1ce1b9b,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
1496c91c-a051-44b0-b359-4a4a007df763,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
1496c91c-a051-44b0-b359-4a4a007df763,2,제조공정,점증제 분산,"별도용해조에서 정제수에 Pemulen 넣고 Stirrer로 용해한다. (정제수는 실온 사용, 매끈하게 풀린지 확인할 것)",,
1496c91c-a051-44b0-b359-4a4a007df763,3,제조공정,수상 용해,수상용해조에 11**-12**을 넣고 78-80℃로 가온용해한다,,
1496c91c-a051-44b0-b359-4a4a007df763,4,제조공정,유상 용해,유상용해조에 21**- 22**를 넣고 78-80℃로 가온용해한다,,
1496c91c-a051-44b0-b359-4a4a007df763,5,제조공정,1차유화,"메인탱크로 수상, 유상 순서로 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 78-80℃ t: 3분 )",,
1496c91c-a051-44b0-b359-4a4a007df763,6,제조공정,2차유화,"메인탱크로 31** 이송후 유화한다 ( Homo: 3500rpm, P:20rpm, T: 70-75℃ t: 5분 )",,
1496c91c-a051-44b0-b359-4a4a007df763,7,제조공정,냉각탈포,"60℃로 냉각, 탈포한다",,
1496c91c-a051-44b0-b359-4a4a007df763,8,제조공정,"향, 첨가제 색소 투입","41**, 51**을 투입교반하고, 냉각,탈포한다",,
1496c91c-a051-44b0-b359-4a4a007df763,9,제조공정,부상,33℃까지 냉각하여 부상한다.,,
1496c91c-a051-44b0-b359-4a4a007df763,100,유의사항,작업자 유의사항,*메인탱크에 투입시 100메쉬 여과 거칠 것,,
313e9c1a-042c-4b04-8670-f20b0e1af37d,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
313e9c1a-042c-4b04-8670-f20b0e1af37d,2,제조공정,유상용해,1***을 메인탱크에서 교반분산한다. (멘톨은 향에 미리 용해 후 투입할 것),,
313e9c1a-042c-4b04-8670-f20b0e1af37d,3,제조공정,수상용해,수상용해조에 21**을 용해한다. (ACH 서서히 투입할 것 / 투명용해 확인할 것),,
313e9c1a-042c-4b04-8670-f20b0e1af37d,4,제조공정,유화,"메인탱크로 수상을 서서히 이송하며 유화한다. 주의-1) 내용물 상태를 보며 호모속도를 단계적으로 높여 나간다. ( Homo: 3600rpm, P:30rpm, T: 실온 t: 5분 )",,
313e9c1a-042c-4b04-8670-f20b0e1af37d,5,제조공정,분산,"3110을 투입하여 고르게 분산한다. ( 10분 간격으로 2회 패들 긁어줄 것.) ( Homo: 2500rpm, P:30rpm )",,
313e9c1a-042c-4b04-8670-f20b0e1af37d,6,제조공정,탈포 종료,탈포하여 종료한다,,
5af7dafe-6d2a-407b-a92d-33f00899ee2c,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
5af7dafe-6d2a-407b-a92d-33f00899ee2c,2,제조공정,알콜파트 용해,제조부에 원료 11** 을 차례로 투입한다.,,
2fccee38-6529-44d7-b295-18fd00c79a19,1,제조공정,청결상태 점 검,"작업전 제조설비 및 기구 세척상태를 확인하고, 칭량의뢰서와 원료 수량을 비교 확인한 후 인수한다.",,
2fccee38-6529-44d7-b295-18fd00c79a19,2,제조공정,점증제분산,별도용해조에서 11**을 균일하게 분산한다. (Agi / 실온 / 물량 줄이지 말 것),,
